im	marker	bGood	iLG	chr	coorGenet	startCtgOnChr	indexOnPath
2655	NODE_10666_length_4397_cov_2.69186___2561	False	6	chr7	42.2760944151	3007080	-1
2656	NODE_10666_length_4397_cov_2.69186___2577	False	6	chr7	42.2760944151	3007080	-1
2657	NODE_11062_length_4022_cov_2.61503_B0_start2855,2855,2855	True	6	chr7	42.2760944151	3011820	22
2658	NODE_8026_length_7534_cov_2.57914_B0_start1527	True	6	chr7	43.3630937469	3035700	23
2659	NODE_1214_length_38982_cov_2.36355_B0_start26210	True	6	chr7	45.5139630011	3095820	24
2660	NODE_2468_length_25545_cov_2.14971_B0_start2578,2578	True	6	chr7	46.5892732621	3144600	25
2661	NODE_637_length_51288_cov_2.47276_B0_start22876,22915	True	6	chr7	48.7401425163	3170460	-1
2662	NODE_2917_length_22654_cov_2.73947_B0_start2834	True	6	chr7	48.7401425163	3222060	26
2663	NODE_919_length_44014_cov_2.69424_B0_start6130,8905	True	6	chr7	50.7205994211	3298620	-1
2664	NODE_5192_length_13551_cov_2.76028_B0_start10440,10526,12707,12707	True	6	chr7	50.7205994211	3342960	27
2665	NODE_7921_length_7710_cov_2.6266_B0_start2310	True	6	chr7	50.7205994211	3356820	-1
2666	NODE_4033_length_17758_cov_2.58582_B0_start12572,13158	True	6	chr7	51.7107307859	3478380	28
2667	NODE_5525_length_12587_cov_2.40461_B0_start11084	True	6	chr7	51.7107307859	3496440	-1
2668	NODE_2038_length_28999_cov_2.62156_B0_start13665	True	6	chr7	55.2133217663	3589740	-1
2669	NODE_2038_length_28999_cov_2.62156_B1_start20648,20648	True	6	chr7	56.1581050867	3589740	29
2670	NODE_1155_length_39720_cov_2.70086_B1_start34824	True	6	chr7	56.1581050867	3719280	30
2671	NODE_1155_length_39720_cov_2.70086_B0_start10357,10575,10592,12398	True	6	chr7	58.1583718174	3719280	31
2672	NODE_2983_length_22305_cov_2.50735_B0_start20537,20537	True	6	chr7	56.1581050867	3759300	-1
2673	NODE_2660_length_24095_cov_2.57175_B0_start16281	True	6	chr7	59.2222417397	3810060	32
2674	NODE_2838_length_23074_cov_2.80707_B0_start9337,9580,9658,16475	True	6	chr7	59.2222417397	3834480	-1
2675	NODE_699_length_48994_cov_2.58223_B1_start35072,35072,35145,40243,40291,40291,40420	True	6	chr7	60.2861116621	3862140	33
2676	NODE_699_length_48994_cov_2.58223_B0_start9157,9157	True	6	chr7	61.296247028	3862140	34
2677	NODE_634_length_51437_cov_2.48805_B0_start26800,26870,45817,45872,48670,48818	True	6	chr7	64.4551921091	3928560	35
2678	NODE_2763_length_23498_cov_2.56783_B0_start10161	True	6	chr7	66.4677746394	4111140	-1
2679	NODE_205_length_78654_cov_2.66241_B0_start12302,12340,38652,46879	True	6	chr7	67.4560925954	4160100	-1
2680	NODE_1410_length_36149_cov_2.63976_B0_start17865,17898,18149,18233,25921	True	6	chr7	67.4560925954	4239060	-1
2681	NODE_2772_length_23441_cov_2.75843___2530	False	6	chr7	67.4560925954	4275540	-1
2682	NODE_3648_length_19288_cov_2.06512___387	False	6	chr7	67.4560925954	4299300	-1
2683	NODE_3886_length_18387_cov_2.629_B0_start2564,2564,3617,3617	True	6	chr7	67.4560925954	4318920	36
2684	NODE_5103_length_13777_cov_2.49553___11459	False	6	chr7	67.4560925954	4337640	-1
2685	NODE_5103_length_13777_cov_2.49553___11494	False	6	chr7	67.4560925954	4337640	-1
2686	NODE_5103_length_13777_cov_2.49553___11494	False	6	chr7	67.4560925954	4337640	-1
2687	NODE_9812_length_5267_cov_2.56221_B0_start1186,1186	True	6	chr7	67.4560925954	4351740	-1
2688	NODE_12941_length_2735_cov_3.15352___444	False	6	chr7	67.4560925954	4357320	-1
2689	NODE_12941_length_2735_cov_3.15352___588	False	6	chr7	67.4560925954	4357320	-1
2690	NODE_111_length_91967_cov_2.73925___22300	False	6	chr7	70.6830186523	4398000	-1
2691	NODE_427_length_62087_cov_2.54391_B1_start22648,22648	True	6	chr7	70.6830186523	4490280	-1
2692	NODE_5357_length_13072_cov_2.48784_B0_start7453	True	6	chr7	70.6830186523	4576440	37
2693	NODE_6397_length_10559_cov_2.32924_B0_start1023	True	6	chr7	70.6830186523	4589820	-1
2694	NODE_2262_length_27104_cov_2.48745_B0_start10497,10535	True	6	chr7	71.7929788347	4603020	-1
2695	NODE_1463_length_35309_cov_2.65958_B0_start24876,24876	True	6	chr7	71.885750436	4630440	-1
2696	NODE_1495_length_34795_cov_2.28752_B0_start33854,33917	True	6	chr7	72.4219801581	4666080	-1
2697	NODE_39_length_124964_cov_2.62954_B0_start66250,77340,79840,79840	True	6	chr7	73.0644211017	4736640	39
2698	NODE_129_length_89502_cov_2.57013_B0_start28264,28264,28876,29057,29057,30182,30223,33050	True	6	chr7	73.0644211017	4861920	-1
2699	NODE_367_length_65580_cov_2.76247_B0_start4406,4406,4413,4413	True	6	chr7	73.0644211017	4951740	38
2700	NODE_367_length_65580_cov_2.76247_B2_start61886,61886,62017	True	6	chr7	73.0644211017	4951740	-1
2701	NODE_978_length_42869_cov_2.46089_B1_start25921,27568	True	6	chr7	73.0644211017	5017620	-1
2702	NODE_1839_length_30756_cov_2.74593_B0_start7721,7768,9364	True	6	chr7	73.0644211017	5060820	-1
2703	NODE_5700_length_12180_cov_2.9718___2448	False	6	chr7	73.0644211017	5107020	-1
2704	NODE_5700_length_12180_cov_2.9718___2448	False	6	chr7	73.0644211017	5107020	-1
2705	NODE_5700_length_12180_cov_2.9718___2540	False	6	chr7	73.0644211017	5107020	-1
2706	NODE_7924_length_7709_cov_3.01239_B0_start6657	True	6	chr7	73.0644211017	5119500	-1
2707	NODE_1834_length_30825_cov_2.53267_B0_start17544,19315,19315,19436	True	6	chr7	79.9352940662	5230140	-1
2708	NODE_3434_length_20163_cov_2.57819_B0_start6216	True	6	chr7	80.9458683119	5340840	41
2709	NODE_10805_length_4252_cov_2.53209_B0_start2355,2355	True	6	chr7	80.9458683119	5361360	40
2710	NODE_536_length_55713_cov_2.9102_B0_start27577,39117	True	6	chr7	82.3348465172	5389320	42
2711	NODE_432_length_61663_cov_2.3912___19822	False	6	chr7	85.0382075808	5482260	-1
2712	NODE_432_length_61663_cov_2.3912___21989	False	6	chr7	85.9641599691	5482260	-1
2713	NODE_952_length_43261_cov_2.63176_B0_start847,974,13107,13160,24827,24827	True	6	chr7	85.0382075808	5544240	43
2714	NODE_3299_length_20836_cov_2.47506___2374	False	6	chr7	85.0382075808	5587860	-1
2715	NODE_3299_length_20836_cov_2.47506___13865	False	6	chr7	85.0382075808	5587860	-1
2716	NODE_7253_length_8899_cov_2.76345_B0_start2961,2961	True	6	chr7	85.0382075808	5609040	-1
2717	NODE_2683_length_23949_cov_2.5847___8437	False	6	chr7	85.9641599691	5618280	-1
2718	NODE_2683_length_23949_cov_2.5847___8534	False	6	chr7	85.9641599691	5618280	-1
2719	NODE_3930_length_18184_cov_2.51177___4656	False	6	chr7	85.9641599691	5642580	-1
2720	NODE_5956_length_11524_cov_2.59775_B0_start9119,9119	True	6	chr7	85.9641599691	5661120	44
2721	NODE_5951_length_11537_cov_2.74671_B0_start414,1717	True	6	chr7	86.8987666197	5684040	45
2722	NODE_2049_length_28921_cov_2.64015_B0_start4177,4182	True	6	chr7	94.0538088018	5815500	46
2723	NODE_3299_length_20836_cov_2.47506___13480	False	6	chr7	94.0538088018	5844780	-1
2724	NODE_3299_length_20836_cov_2.47506___13480	False	6	chr7	94.0538088018	5844780	-1
2725	NODE_1235_length_38595_cov_2.59932_B0_start16417,16490,16620	True	6	chr7	95.0247130946	5865960	47
2726	NODE_5885_length_11732_cov_2.44767_B0_start10773,10830	True	6	chr7	96.9667047604	5944980	48
2727	NODE_168_length_83106_cov_2.65527___68191	False	6	chr7	101.921249893	5988000	-1
2728	NODE_5373_length_13032_cov_2.42405___1487	False	6	chr7	101.921249893	6071460	-1
2729	NODE_5819_length_11853_cov_2.6237_B0_start2640	True	6	chr7	101.921249893	6084840	49
2730	NODE_5986_length_11450_cov_2.41247___4375	False	6	chr7	101.921249893	6097020	-1
2731	NODE_3075_length_21894_cov_2.6211_B0_start17519	True	6	chr7	102.873659641	6108780	50
2732	NODE_3671_length_19179_cov_2.56554_B0_start14854	True	6	chr7	102.873659641	6130980	-1
2733	NODE_6246_length_10853_cov_2.51435_B0_start29,9251	True	6	chr7	102.873659641	6150480	-1
2734	NODE_3450_length_20087_cov_2.41374_B0_start8285,8285,9811	True	6	chr7	103.82606939	6175800	51
2735	NODE_201_length_79013_cov_2.68465_B0_start3517,3545	True	6	chr7	106.125325052	6200040	52
2736	NODE_201_length_79013_cov_2.68465_B1_start7779,10498	True	6	chr7	107.261737606	6200040	53
2737	NODE_201_length_79013_cov_2.68465_B2_start34914,36815,37034	True	6	chr7	108.223305702	6200040	54
2738	NODE_5025_length_14045_cov_2.69372_B0_start500	True	6	chr7	106.125325052	6279360	-1
2739	NODE_201_length_79013_cov_2.68465_B1_start7779,10498	True	6	chr7	107.261737606	6306360	53
2740	NODE_201_length_79013_cov_2.68465_B2_start34914,36815,37034	True	6	chr7	108.223305702	6306360	54
2741	NODE_201_length_79013_cov_2.68465_B3_start73163	True	6	chr7	109.184873798	6306360	-1
2742	NODE_4325_length_16575_cov_2.3788_B1_start6832,6832	True	6	chr7	109.184873798	6385680	55
2743	NODE_413_length_62722_cov_2.57517_B1_start41013	True	6	chr7	110.137283547	6453780	-1
2744	NODE_1370_length_36663_cov_2.46505___33556	False	6	chr7	110.137283547	6516840	-1
2745	NODE_2356_length_26344_cov_2.79726_B0_start3146,3257,16935,17051,17057	True	6	chr7	110.137283547	6553860	56
2746	NODE_2507_length_25187_cov_3.08446___19660	False	6	chr7	110.137283547	6580560	-1
2747	NODE_2507_length_25187_cov_3.08446___19660	False	6	chr7	110.137283547	6580560	-1
2748	NODE_5891_length_11713_cov_2.99517_B0_start10058,10153	True	6	chr7	111.089693296	6670020	57
2749	NODE_7364_length_8690_cov_2.68869_B0_start6184	True	6	chr7	111.089693296	6682080	-1
2750	NODE_5735_length_12069_cov_2.49238_B0_start1915	True	6	chr7	112.033117511	6704220	58
2751	NODE_1005_length_42305_cov_2.68419_B1_start15178	True	6	chr7	113.461786133	6770640	60
2752	NODE_1005_length_42305_cov_2.68419_B0_start2321	True	6	chr7	114.831734842	6770640	61
2753	NODE_2395_length_26046_cov_2.81237_B0_start16909	True	6	chr7	113.461786133	6850320	-1
2754	NODE_2620_length_24303_cov_2.63184___22811	False	6	chr7	113.461786133	6876720	-1
2755	NODE_3893_length_18363_cov_2.56053_B0_start5675	True	6	chr7	113.461786133	6901380	-1
2756	NODE_5748_length_12027_cov_3.04242_B0_start1627	True	6	chr7	113.461786133	6920100	59
2757	NODE_6643_length_10076_cov_2.60977___1734	False	6	chr7	113.461786133	6944580	-1
2758	NODE_6643_length_10076_cov_2.60977___8972	False	6	chr7	115.821866207	6944580	-1
2759	NODE_7885_length_7760_cov_3.14652_B0_start2575	True	6	chr7	113.461786133	6954960	-1
2760	NODE_9218_length_5967_cov_2.93566_B0_start2891	True	6	chr7	113.461786133	6963060	-1
2761	NODE_4348_length_16497_cov_2.72859___5032	False	6	chr7	114.831734842	7008120	-1
2762	NODE_4348_length_16497_cov_2.72859___5066	False	6	chr7	114.831734842	7008120	-1
2763	NODE_483_length_58970_cov_2.95922_B0_start23719,25525,25598,25839,25839,53963,53963	True	6	chr7	115.821866207	7024920	-1
2764	NODE_1017_length_42028_cov_2.8439_B0_start4355,5185,18154	True	6	chr7	115.821866207	7084200	62
2765	NODE_2457_length_25609_cov_2.63808_B0_start1983,12566,12800	True	6	chr7	115.821866207	7126560	-1
2766	NODE_1043_length_41704_cov_2.8742_B0_start36296,36296	True	6	chr7	116.411716286	7152480	-1
2767	NODE_2180_length_27841_cov_2.4982_B0_start13931	True	6	chr7	117.271243051	7195560	63
2768	NODE_2245_length_27237_cov_2.71992_B0_start18764,22972	True	6	chr7	118.699911673	7321800	64
2769	NODE_3784_length_18741_cov_2.76243_B0_start1360	True	6	chr7	118.699911673	7349340	-1
2770	NODE_3784_length_18741_cov_2.76243_B1_start12363	True	6	chr7	119.661479769	7349340	65
2771	NODE_7611_length_8245_cov_2.87491_B0_start2026,2082	True	6	chr7	118.699911673	7368420	-1
2772	NODE_707_length_48780_cov_2.69509_B2_start29034	True	6	chr7	119.661479769	7386240	-1
2773	NODE_707_length_48780_cov_2.69509_B1_start23958	True	6	chr7	120.604903985	7386240	66
2774	NODE_707_length_48780_cov_2.69509_B0_start4649,4649,8807,8955	True	6	chr7	121.539510635	7386240	67
2775	NODE_3318_length_20727_cov_2.62692___5739	False	6	chr7	121.539510635	7483380	-1
2776	NODE_5057_length_13930_cov_2.68596___4340	False	6	chr7	121.539510635	7504440	-1
2777	NODE_8546_length_6813_cov_2.39163_B0_start591,849	True	6	chr7	121.539510635	7518720	-1
2778	NODE_2275_length_26992_cov_2.6742_B0_start3337	True	6	chr7	124.397431327	7544460	68
2779	NODE_6729_length_9869_cov_2.35584_B0_start1741	True	6	chr7	128.748000177	7619340	69
2780	NODE_25_length_145579_cov_2.63374_B3_start135190,139987	True	6	chr7	130.635016576	7629540	70
2781	NODE_8048_length_7507_cov_2.34886___6304	False	6	chr7	130.635016576	7807620	-1
2782	NODE_1627_length_32997_cov_2.42128_B0_start21507,21507	True	6	chr7	131.96842893	7840380	-1
2783	NODE_3730_length_18978_cov_2.75556_B0_start14168	True	6	chr7	131.96842893	7873680	-1
2784	NODE_4377_length_16420_cov_2.77253___13129	False	6	chr7	131.96842893	7893000	-1
2785	NODE_10888_length_4183_cov_2.8601_B0_start1581	True	6	chr7	131.96842893	7909740	71
2786	NODE_571_length_54170_cov_2.8236_B0_start13843	True	6	chr7	135.418072504	8040540	-1
2787	NODE_3547_length_19673_cov_2.59023_B0_start14998,14998	True	6	chr7	135.418072504	8095020	72
2788	NODE_275_length_72976_cov_7.30282_B0_start18301,20069,21948,22205,22205	True	6	chr7	136.73393792	8135760	73
2789	NODE_734_length_48172_cov_2.77317_B0_start6513,13932,13932	True	6	chr7	136.73393792	8209080	-1
2790	NODE_734_length_48172_cov_2.77317_B1_start26090,38715,46993	True	6	chr7	137.668544571	8209080	74
2791	NODE_1297_length_37595_cov_2.67821_B0_start13787,13787	True	6	chr7	138.603151221	8307600	75
2792	NODE_1714_length_32063_cov_2.73998_B1_start30416	True	6	chr7	138.603151221	8345520	-1
2793	NODE_2940_length_22527_cov_2.68631_B0_start7923	True	6	chr7	138.603151221	8377920	-1
2794	NODE_4153_length_17304_cov_2.53937_B0_start7763,7763	True	6	chr7	138.603151221	8400780	-1
2795	NODE_4351_length_16494_cov_3.04398_B0_start15450	True	6	chr7	138.603151221	8418420	-1
2796	NODE_5950_length_11542_cov_2.4785_B0_start2705,2705	True	6	chr7	138.603151221	8435220	-1
2797	NODE_2054_length_28882_cov_2.57787_B0_start15894,15894,15901,15901	True	6	chr7	141.696921407	8508900	76
2798	NODE_1401_length_36241_cov_2.73905_B0_start6729,10093,10094	True	6	chr7	145.909938588	8639040	77
2799	NODE_3249_length_21079_cov_2.82864___2178	False	6	chr7	145.909938588	8675640	-1
2800	NODE_1881_length_30211_cov_2.64434_B0_start683,5387	True	6	chr7	146.920073954	8710620	78
2801	NODE_9611_length_5493_cov_2.76127_B0_start1689,1692,5224	True	6	chr7	148.056486508	8756160	79
2802	NODE_3584_length_19539_cov_2.58586_B0_start19300	True	6	chr7	149.619113683	8784240	80
2803	NODE_3509_length_19879_cov_2.88976_B0_start4565	True	6	chr7	151.134381158	8807340	81
2804	NODE_95_length_95733_cov_2.71343_B0_start18750	True	6	chr7	152.095949254	8827560	82
2805	NODE_95_length_95733_cov_2.71343_B1_start20408,20408,20408	True	6	chr7	154.056984912	8827560	-1
2806	NODE_1904_length_30067_cov_2.68932_B0_start26582	True	6	chr7	152.095949254	8923620	-1
2807	NODE_7657_length_8167_cov_2.79923_B0_start3564	True	6	chr7	152.095949254	8954040	-1
2808	NODE_9660_length_5440_cov_2.50498_B0_start480,1803,2014,3246,3246,3628	True	6	chr7	152.095949254	8962560	-1
2809	NODE_822_length_46002_cov_2.71682_B0_start37723,37723,37742,37793	True	6	chr7	154.056984912	9007920	83
2810	NODE_313_length_69910_cov_2.72875_B0_start15003,15053,15086,15186,15186	True	6	chr7	156.999009913	9149040	84
2811	NODE_313_length_69910_cov_2.72875_B1_start59749,67130,68295,68295	True	6	chr7	158.922323955	9149040	85
2812	NODE_10690_length_4374_cov_2.88403___3459	False	6	chr7	156.999009913	9219300	-1
2813	NODE_860_length_45096_cov_2.88918_B0_start10018	True	6	chr7	161.953555045	9379020	87
2814	NODE_860_length_45096_cov_2.88918_B1_start24774,24774	True	6	chr7	163.203620156	9379020	-1
2815	NODE_5422_length_12886_cov_2.94539_B0_start130	True	6	chr7	161.953555045	9438180	86
2816	NODE_11834_length_3409_cov_2.66616___2773	False	6	chr7	161.953555045	9460920	-1
2817	NODE_11834_length_3409_cov_2.66616___2773	False	6	chr7	161.953555045	9460920	-1
2818	NODE_1095_length_40865_cov_2.59852_B0_start3818	True	6	chr7	163.203620156	9467340	88
2819	NODE_1768_length_31475_cov_2.52166_B1_start24432,24544	True	6	chr7	163.203620156	9508560	-1
2820	NODE_1768_length_31475_cov_2.52166_B0_start13243,13243	True	6	chr7	164.485741686	9508560	89
2821	NODE_1879_length_30232_cov_3.03032_B0_start9602,9602,9602	True	6	chr7	163.203620156	9540360	-1
2822	NODE_2649_length_24144_cov_2.94039_B0_start2531	True	6	chr7	163.203620156	9570900	-1
2823	NODE_11463_length_3687_cov_2.82211_B0_start1740	True	6	chr7	163.203620156	9595380	-1
2824	NODE_1694_length_32276_cov_2.71144___4861	False	6	chr7	170.173685954	9816300	-1
2825	NODE_1694_length_32276_cov_2.71144___6626	False	6	chr7	170.173685954	9816300	-1
2826	NODE_1694_length_32276_cov_2.71144___6681	False	6	chr7	170.173685954	9816300	-1
2827	NODE_1694_length_32276_cov_2.71144___6767	False	6	chr7	170.173685954	9816300	-1
2828	NODE_6321_length_10700_cov_2.10114_B0_start10451,10451	True	6	chr7	170.173685954	9871440	90
2829	NODE_6716_length_9896_cov_2.75381_B0_start8834	True	6	chr7	170.173685954	9882480	91
2830	NODE_25024_length_953_cov_2.60482___325	False	6	chr7	170.173685954	9892680	-1
2831	NODE_6977_length_9370_cov_2.45474_B0_start329,491	True	6	chr7	172.613194163	9917280	92
2832	NODE_2598_length_24434_cov_2.55555___21696	False	6	chr7	174.835782291	9952260	-1
2833	NODE_2598_length_24434_cov_2.55555___21770	False	6	chr7	174.835782291	9952260	-1
2834	NODE_2739_length_23653_cov_2.74743_B0_start10124,10124,11688	True	6	chr7	174.835782291	9977040	93
2835	NODE_54447_length_532_cov_1.67482___29	False	6	chr7	174.835782291	10005180	-1
2836	NODE_54447_length_532_cov_1.67482___47	False	6	chr7	174.835782291	10005180	-1
2837	NODE_96_length_95623_cov_2.82855_B1_start35593,35891	True	6	chr7	177.245887382	10027500	-1
2838	NODE_241_length_76061_cov_2.8804_B0_start1529,1817	True	6	chr7	177.245887382	10123440	95
2839	NODE_3046_length_22031_cov_2.73311___18052	False	6	chr7	177.245887382	10223520	-1
2840	NODE_3046_length_22031_cov_2.73311___18249	False	6	chr7	177.245887382	10223520	-1
2841	NODE_3046_length_22031_cov_2.73311___18277	False	6	chr7	177.245887382	10223520	-1
2842	NODE_3046_length_22031_cov_2.73311___18277	False	6	chr7	177.245887382	10223520	-1
2843	NODE_3046_length_22031_cov_2.73311___19272	False	6	chr7	177.245887382	10223520	-1
2844	NODE_4049_length_17705_cov_2.62137_B0_start1837,1882	True	6	chr7	177.245887382	10266240	-1
2845	NODE_4260_length_16835_cov_2.47367_B0_start14463	True	6	chr7	177.245887382	10284300	-1
2846	NODE_7326_length_8756_cov_2.22483___545	False	6	chr7	177.245887382	10345200	-1
2847	NODE_9885_length_5198_cov_2.3797_B0_start2023	True	6	chr7	177.245887382	10378140	94
2848	NODE_12245_length_3126_cov_1.85814_B0_start2125,2125	True	6	chr7	177.245887382	10393440	-1
2849	NODE_4027_length_17775_cov_2.39644_B0_start3625	True	6	chr7	178.511777781	10426800	96
2850	NODE_170_length_82836_cov_2.39238_B1_start36219	True	6	chr7	180.492234686	10449060	97
2851	NODE_170_length_82836_cov_2.39238_B2_start67494,67532	True	6	chr7	182.533334412	10449060	99
2852	NODE_1145_length_39888_cov_2.5234_B1_start28507	True	6	chr7	182.533334412	10556700	98
2853	NODE_1145_length_39888_cov_2.5234_B0_start9549,9549,9563	True	6	chr7	183.608644673	10556700	100
2854	NODE_2405_length_25993_cov_2.61059___21788	False	6	chr7	183.608644673	10638960	-1
2855	NODE_1702_length_32169_cov_2.63162_B2_start31685	True	6	chr7	184.570212769	10675860	101
2856	NODE_1702_length_32169_cov_2.63162_B1_start23785,31311,31336,31433	True	6	chr7	186.531248427	10675860	102
2857	NODE_1702_length_32169_cov_2.63162_B0_start16522,16572,22591	True	6	chr7	187.50215272	10675860	103
2858	NODE_1117_length_40313_cov_2.5264_B0_start20484,20540	True	6	chr7	188.454562469	10774200	104
2859	NODE_3572_length_19595_cov_2.70994_B0_start2912,2912	True	6	chr7	189.659440047	10814820	105
2860	NODE_5183_length_13581_cov_2.63427_B0_start2400,2599	True	6	chr7	190.849972482	10847760	106
2861	NODE_388_length_63971_cov_2.65009_B0_start23707,38545,38545,52584	True	6	chr7	192.891072208	10880880	-1
2862	NODE_3770_length_18821_cov_2.65317_B0_start6765,6765	True	6	chr7	192.891072208	10945200	-1
2863	NODE_6689_length_9975_cov_2.71468_B0_start8227	True	6	chr7	192.891072208	10964340	107
2864	NODE_9377_length_5752_cov_2.84242_B0_start2085	True	6	chr7	192.891072208	10974660	-1
2865	NODE_9377_length_5752_cov_2.84242_B1_start3608,3616,3683	True	6	chr7	193.401091852	10974660	-1
2866	NODE_761_length_47527_cov_2.62467_B0_start32361	True	6	chr7	193.901207574	10980720	108
2867	NODE_2405_length_25993_cov_2.61059___22408	False	6	chr7	193.901207574	11028600	-1
2868	NODE_1644_length_32812_cov_2.76882_B0_start1117,15549	True	6	chr7	194.921651156	11060220	109
2869	NODE_33_length_131867_cov_2.82222_B0_start30918	True	6	chr7	196.942128072	11138820	110
2870	NODE_1712_length_32069_cov_2.6331___6753	False	6	chr7	196.942128072	11271000	-1
2871	NODE_1712_length_32069_cov_2.6331___21313	False	6	chr7	199.04770234	11271000	-1
2872	NODE_1712_length_32069_cov_2.6331___21313	False	6	chr7	199.04770234	11271000	-1
2873	NODE_1712_length_32069_cov_2.6331___21381	False	6	chr7	199.04770234	11271000	-1
2874	NODE_1712_length_32069_cov_2.6331___21381	False	6	chr7	199.04770234	11271000	-1
2875	NODE_1908_length_30053_cov_2.73799_B0_start4199,4280,14666	True	6	chr7	199.04770234	11331540	-1
2876	NODE_8938_length_6302_cov_2.11507_B0_start3143	True	6	chr7	199.04770234	11361900	-1
2877	NODE_11595_length_3591_cov_2.11563_B0_start1977,1985,2147	True	6	chr7	199.04770234	11368560	111
2878	NODE_1038_length_41798_cov_2.54927_B0_start3477,3477,3497,3497	True	6	chr7	201.429104789	11386020	114
2879	NODE_1038_length_41798_cov_2.54927_B1_start33688	True	6	chr7	202.72787911	11386020	115
2880	NODE_1038_length_41798_cov_2.54927_B2_start41012	True	6	chr7	203.584367078	11386020	-1
2881	NODE_5105_length_13772_cov_2.84805_B0_start5317	True	6	chr7	201.429104789	11428140	113
2882	NODE_8971_length_6260_cov_2.4626_B0_start403,405	True	6	chr7	201.429104789	11442240	112
2883	NODE_3489_length_19947_cov_2.65052_B0_start2903,2925	True	6	chr7	203.597535667	11486160	-1
2884	NODE_368_length_65562_cov_2.50717_B1_start16421	True	6	chr7	203.960005887	11532420	-1
2885	NODE_368_length_65562_cov_2.50717_B0_start4329	True	6	chr7	204.902134707	11532420	-1
2886	NODE_4562_length_15759_cov_2.39729_B0_start9631	True	6	chr7	203.963569859	11598300	-1
2887	NODE_13680_length_2362_cov_1.94238_B0_start823	True	6	chr7	204.084810917	11614380	-1
2888	NODE_2209_length_27570_cov_2.19478_B0_start24659	True	6	chr7	204.902134707	11623620	116
2889	NODE_3650_length_19281_cov_2.71657_B0_start6077	True	6	chr7	206.863170364	11668860	117
2890	NODE_5505_length_12644_cov_2.39006___4124	False	6	chr7	206.863170364	11688480	-1
2891	NODE_5505_length_12644_cov_2.39006___4124	False	6	chr7	206.863170364	11688480	-1
2892	NODE_5505_length_12644_cov_2.39006___4216	False	6	chr7	206.863170364	11688480	-1
2893	NODE_5505_length_12644_cov_2.39006___4216	False	6	chr7	206.863170364	11688480	-1
2894	NODE_4781_length_14904_cov_2.6005_B0_start595,669,669,683,683	True	6	chr7	207.843593934	11701440	118
2895	NODE_2949_length_22497_cov_2.16126_B0_start4718,16061	True	6	chr7	211.767174706	11816520	119
2896	NODE_7406_length_8636_cov_2.50405_B0_start3009	True	6	chr7	211.767174706	11839320	-1
2897	NODE_1483_length_35032_cov_2.42367_B0_start31703,33103,33103	True	6	chr7	212.842484967	11848260	120
2898	NODE_808_length_46261_cov_2.41486_B0_start29521	True	6	chr7	217.240923614	11960520	121
2899	NODE_3141_length_21588_cov_2.13878_B0_start10959	True	6	chr7	219.28202334	12037260	122
2900	NODE_3643_length_19308_cov_2.20297_B0_start8637,8637,8668,8668,8720	True	6	chr7	220.302466922	12161340	123
2901	NODE_2258_length_27167_cov_2.52344_B0_start1963,1963,8912,8959,22423	True	6	chr7	220.848937328	12225180	-1
2902	NODE_7281_length_8844_cov_2.89049_B0_start2412,2523	True	6	chr7	220.848937328	12252660	-1
2903	NODE_2631_length_24226_cov_2.46559_B0_start12279,12551,12551	True	6	chr7	220.851940126	12261840	-1
2904	NODE_4248_length_16871_cov_2.40256_B0_start15743	True	6	chr7	221.601241242	12316740	125
2905	NODE_5312_length_13204_cov_2.07293_B0_start3705,3748	True	6	chr7	221.601241242	12333960	-1
2906	NODE_6088_length_11240_cov_2.02348_B0_start6600	True	6	chr7	221.601241242	12347520	124
2907	NODE_15572_length_1765_cov_2.27893___731	False	6	chr7	221.601241242	12359100	-1
2908	NODE_15572_length_1765_cov_2.27893___804	False	6	chr7	221.601241242	12359100	-1
2909	NODE_578_length_53855_cov_2.54163_B0_start49693	True	6	chr7	224.587202977	12391200	-1
2910	NODE_1537_length_34285_cov_2.67338_B0_start23908	True	6	chr7	224.587202977	12445380	127
2911	NODE_1934_length_29843_cov_2.51629_B0_start1757,1759	True	6	chr7	224.587202977	12480000	126
2912	NODE_5893_length_11711_cov_2.22023___9030	False	6	chr7	224.587202977	12510180	-1
2913	NODE_5893_length_11711_cov_2.22023___9030	False	6	chr7	224.587202977	12510180	-1
2914	NODE_5893_length_11711_cov_2.22023___9197	False	6	chr7	226.057897237	12510180	-1
2915	NODE_8960_length_6276_cov_2.93889___3662	False	6	chr7	224.587202977	12522240	-1
2916	NODE_8960_length_6276_cov_2.93889___3662	False	6	chr7	224.587202977	12522240	-1
2917	NODE_3587_length_19531_cov_2.66735_B0_start1232,1232,15357,15357	True	6	chr7	225.474855791	12542040	-1
2918	NODE_1352_length_37036_cov_2.70346_B0_start4021,16666	True	6	chr7	226.057897237	12561900	128
2919	NODE_1352_length_37036_cov_2.70346_B1_start23518	True	6	chr7	226.057897237	12561900	130
2920	NODE_2003_length_29206_cov_2.63491_B0_start13564,13770,14044,16606,20043,20071	True	6	chr7	226.057897237	12599280	-1
2921	NODE_2281_length_26953_cov_2.76828_B0_start25559	True	6	chr7	226.057897237	12628800	-1
2922	NODE_3096_length_21788_cov_2.61255_B0_start7797,9423,9423,9423,16822,16822	True	6	chr7	226.057897237	12656100	-1
