id,marker_name,linkage_id,chr,genetic_coord
2614,"NODE_764_length_47504_cov_2.88109_B0_start3957,5140",6,chr7,0
2615,NODE_1828_length_30866_cov_2.59581___10970,6,chr7,0
2617,NODE_1828_length_30866_cov_2.59581___10976,6,chr7,0
2619,NODE_3385_length_20462_cov_2.7819_B0_start3721,6,chr7,0
2620,"NODE_147_length_86247_cov_2.90335_B0_start16527,16527",6,chr7,1.00003333533
2621,NODE_161_length_83453_cov_2.77718_B1_start70006,6,chr7,1.00003333533
2622,"NODE_1954_length_29653_cov_2.66278_B0_start2783,2885,4187,4226,4226",6,chr7,4.17570362145
2623,"NODE_2284_length_26929_cov_3.06745_B0_start14139,14139",6,chr7,4.17570362145
2624,"NODE_2388_length_26086_cov_2.74529_B0_start25565,25565",6,chr7,4.17570362145
2625,"NODE_4907_length_14462_cov_2.40533_B0_start4963,4963",6,chr7,4.17570362145
2626,"NODE_3810_length_18634_cov_2.94998_B0_start16459,16574",6,chr7,6.34995921844
2627,"NODE_759_length_47634_cov_2.75587_B1_start6205,10371,17084,17084,19729",6,chr7,7.34009058325
2628,NODE_759_length_47634_cov_2.75587_B0_start3190,6,chr7,9.320547488
2629,"NODE_1704_length_32164_cov_2.67176_B0_start28368,28368,28368",6,chr7,7.34009058325
2630,"NODE_3632_length_19336_cov_2.50383_B0_start14506,14531",6,chr7,7.34009058325
2631,"NODE_4604_length_15565_cov_2.59675_B0_start12181,12181",6,chr7,7.34009058325
2632,NODE_7824_length_7848_cov_2.6932_B0_start4513,6,chr7,7.34009058325
2633,"NODE_24_length_147970_cov_2.88298_B2_start124527,124530,128232,128393",6,chr7,12.2917185115
2634,NODE_5947_length_11555_cov_2.61809_B0_start3827,6,chr7,12.2917185115
2635,NODE_1524_length_34436_cov_2.90015_B0_start33723,6,chr7,13.3018538774
2636,NODE_2890_length_22828_cov_2.56448_B0_start7341,6,chr7,16.4607989585
2637,NODE_33_length_131867_cov_2.82222_B1_start52116,6,chr7,18.900307167
2638,"NODE_2565_length_24637_cov_2.87942_B0_start14553,14553",6,chr7,20.3088510153
2639,NODE_3869_length_18441_cov_2.73796_B0_start8962,6,chr7,20.3088510153
2640,"NODE_23_length_150914_cov_2.80582_B0_start42320,84491,116275",6,chr7,26.4139858553
2641,"NODE_125_length_90348_cov_2.62797_B1_start38891,38957",6,chr7,31.5204606092
2642,NODE_8339_length_7099_cov_2.34045___5903,6,chr7,31.5204606092
2643,NODE_11496_length_3663_cov_3.05367___3502,6,chr7,31.5204606092
2645,"NODE_2856_length_22969_cov_2.35258_B0_start10899,10899",6,chr7,32.7705257194
2646,"NODE_6631_length_10097_cov_2.27572_B0_start9541,9549",6,chr7,32.7705257194
2647,NODE_7297_length_8803_cov_2.56371___4769,6,chr7,32.7705257194
2649,NODE_8195_length_7290_cov_2.29343_B0_start3519,6,chr7,34.005156349
2650,NODE_316_length_69733_cov_2.50713_B0_start41539,6,chr7,38.0072917326
2651,"NODE_1470_length_35211_cov_2.88284_B0_start17261,17376,17376",6,chr7,38.9781960255
2652,NODE_6169_length_11026_cov_2.61735_B0_start7504,6,chr7,38.9781960255
2653,NODE_1777_length_31416_cov_2.37919_B0_start23331,6,chr7,40.0535062865
2654,"NODE_2406_length_25989_cov_2.18627_B0_start14834,14893",6,chr7,42.2760944151
2655,NODE_10666_length_4397_cov_2.69186___2561,6,chr7,42.2760944151
2656,NODE_10666_length_4397_cov_2.69186___2577,6,chr7,42.2760944151
2657,"NODE_11062_length_4022_cov_2.61503_B0_start2855,2855,2855",6,chr7,42.2760944151
2658,NODE_8026_length_7534_cov_2.57914_B0_start1527,6,chr7,43.3630937469
2659,NODE_1214_length_38982_cov_2.36355_B0_start26210,6,chr7,45.5139630011
2660,"NODE_2468_length_25545_cov_2.14971_B0_start2578,2578",6,chr7,46.5892732621
2661,"NODE_637_length_51288_cov_2.47276_B0_start22876,22915",6,chr7,48.7401425163
2662,NODE_2917_length_22654_cov_2.73947_B0_start2834,6,chr7,48.7401425163
2663,"NODE_919_length_44014_cov_2.69424_B0_start6130,8905",6,chr7,50.7205994211
2664,"NODE_5192_length_13551_cov_2.76028_B0_start10440,10526,12707,12707",6,chr7,50.7205994211
2665,NODE_7921_length_7710_cov_2.6266_B0_start2310,6,chr7,50.7205994211
2666,"NODE_4033_length_17758_cov_2.58582_B0_start12572,13158",6,chr7,51.7107307859
2667,NODE_5525_length_12587_cov_2.40461_B0_start11084,6,chr7,51.7107307859
2668,NODE_2038_length_28999_cov_2.62156_B0_start13665,6,chr7,55.2133217663
2669,"NODE_2038_length_28999_cov_2.62156_B1_start20648,20648",6,chr7,56.1581050867
2670,NODE_1155_length_39720_cov_2.70086_B1_start34824,6,chr7,56.1581050867
2671,"NODE_1155_length_39720_cov_2.70086_B0_start10357,10575,10592,12398",6,chr7,58.1583718174
2672,"NODE_2983_length_22305_cov_2.50735_B0_start20537,20537",6,chr7,56.1581050867
2673,NODE_2660_length_24095_cov_2.57175_B0_start16281,6,chr7,59.2222417397
2674,"NODE_2838_length_23074_cov_2.80707_B0_start9337,9580,9658,16475",6,chr7,59.2222417397
2675,"NODE_699_length_48994_cov_2.58223_B1_start35072,35072,35145,40243,40291,40291,40420",6,chr7,60.2861116621
2676,"NODE_699_length_48994_cov_2.58223_B0_start9157,9157",6,chr7,61.296247028
2677,"NODE_634_length_51437_cov_2.48805_B0_start26800,26870,45817,45872,48670,48818",6,chr7,64.4551921091
2678,NODE_2763_length_23498_cov_2.56783_B0_start10161,6,chr7,66.4677746394
2679,"NODE_205_length_78654_cov_2.66241_B0_start12302,12340,38652,46879",6,chr7,67.4560925954
2680,"NODE_1410_length_36149_cov_2.63976_B0_start17865,17898,18149,18233,25921",6,chr7,67.4560925954
2681,NODE_2772_length_23441_cov_2.75843___2530,6,chr7,67.4560925954
2682,NODE_3648_length_19288_cov_2.06512___387,6,chr7,67.4560925954
2683,"NODE_3886_length_18387_cov_2.629_B0_start2564,2564,3617,3617",6,chr7,67.4560925954
2684,NODE_5103_length_13777_cov_2.49553___11459,6,chr7,67.4560925954
2685,NODE_5103_length_13777_cov_2.49553___11494,6,chr7,67.4560925954
2687,"NODE_9812_length_5267_cov_2.56221_B0_start1186,1186",6,chr7,67.4560925954
2688,NODE_12941_length_2735_cov_3.15352___444,6,chr7,67.4560925954
2689,NODE_12941_length_2735_cov_3.15352___588,6,chr7,67.4560925954
2690,NODE_111_length_91967_cov_2.73925___22300,6,chr7,70.6830186523
2691,"NODE_427_length_62087_cov_2.54391_B1_start22648,22648",6,chr7,70.6830186523
2692,NODE_5357_length_13072_cov_2.48784_B0_start7453,6,chr7,70.6830186523
2693,NODE_6397_length_10559_cov_2.32924_B0_start1023,6,chr7,70.6830186523
2694,"NODE_2262_length_27104_cov_2.48745_B0_start10497,10535",6,chr7,71.7929788347
2695,"NODE_1463_length_35309_cov_2.65958_B0_start24876,24876",6,chr7,71.885750436
2696,"NODE_1495_length_34795_cov_2.28752_B0_start33854,33917",6,chr7,72.4219801581
2697,"NODE_39_length_124964_cov_2.62954_B0_start66250,77340,79840,79840",6,chr7,73.0644211017
2698,"NODE_129_length_89502_cov_2.57013_B0_start28264,28264,28876,29057,29057,30182,30223,33050",6,chr7,73.0644211017
2699,"NODE_367_length_65580_cov_2.76247_B0_start4406,4406,4413,4413",6,chr7,73.0644211017
2700,"NODE_367_length_65580_cov_2.76247_B2_start61886,61886,62017",6,chr7,73.0644211017
2701,"NODE_978_length_42869_cov_2.46089_B1_start25921,27568",6,chr7,73.0644211017
2702,"NODE_1839_length_30756_cov_2.74593_B0_start7721,7768,9364",6,chr7,73.0644211017
2703,NODE_5700_length_12180_cov_2.9718___2448,6,chr7,73.0644211017
2705,NODE_5700_length_12180_cov_2.9718___2540,6,chr7,73.0644211017
2706,NODE_7924_length_7709_cov_3.01239_B0_start6657,6,chr7,73.0644211017
2707,"NODE_1834_length_30825_cov_2.53267_B0_start17544,19315,19315,19436",6,chr7,79.9352940662
2708,NODE_3434_length_20163_cov_2.57819_B0_start6216,6,chr7,80.9458683119
2709,"NODE_10805_length_4252_cov_2.53209_B0_start2355,2355",6,chr7,80.9458683119
2710,"NODE_536_length_55713_cov_2.9102_B0_start27577,39117",6,chr7,82.3348465172
2711,NODE_432_length_61663_cov_2.3912___19822,6,chr7,85.0382075808
2712,NODE_432_length_61663_cov_2.3912___21989,6,chr7,85.9641599691
2713,"NODE_952_length_43261_cov_2.63176_B0_start847,974,13107,13160,24827,24827",6,chr7,85.0382075808
2714,NODE_3299_length_20836_cov_2.47506___2374,6,chr7,85.0382075808
2715,NODE_3299_length_20836_cov_2.47506___13865,6,chr7,85.0382075808
2716,"NODE_7253_length_8899_cov_2.76345_B0_start2961,2961",6,chr7,85.0382075808
2717,NODE_2683_length_23949_cov_2.5847___8437,6,chr7,85.9641599691
2718,NODE_2683_length_23949_cov_2.5847___8534,6,chr7,85.9641599691
2719,NODE_3930_length_18184_cov_2.51177___4656,6,chr7,85.9641599691
2720,"NODE_5956_length_11524_cov_2.59775_B0_start9119,9119",6,chr7,85.9641599691
2721,"NODE_5951_length_11537_cov_2.74671_B0_start414,1717",6,chr7,86.8987666197
2722,"NODE_2049_length_28921_cov_2.64015_B0_start4177,4182",6,chr7,94.0538088018
2723,NODE_3299_length_20836_cov_2.47506___13480,6,chr7,94.0538088018
2725,"NODE_1235_length_38595_cov_2.59932_B0_start16417,16490,16620",6,chr7,95.0247130946
2726,"NODE_5885_length_11732_cov_2.44767_B0_start10773,10830",6,chr7,96.9667047604
2727,NODE_168_length_83106_cov_2.65527___68191,6,chr7,101.921249893
2728,NODE_5373_length_13032_cov_2.42405___1487,6,chr7,101.921249893
2729,NODE_5819_length_11853_cov_2.6237_B0_start2640,6,chr7,101.921249893
2730,NODE_5986_length_11450_cov_2.41247___4375,6,chr7,101.921249893
2731,NODE_3075_length_21894_cov_2.6211_B0_start17519,6,chr7,102.873659641
2732,NODE_3671_length_19179_cov_2.56554_B0_start14854,6,chr7,102.873659641
2733,"NODE_6246_length_10853_cov_2.51435_B0_start29,9251",6,chr7,102.873659641
2734,"NODE_3450_length_20087_cov_2.41374_B0_start8285,8285,9811",6,chr7,103.82606939
2735,"NODE_201_length_79013_cov_2.68465_B0_start3517,3545",6,chr7,106.125325052
2736,"NODE_201_length_79013_cov_2.68465_B1_start7779,10498",6,chr7,107.261737606
2737,"NODE_201_length_79013_cov_2.68465_B2_start34914,36815,37034",6,chr7,108.223305702
2738,NODE_5025_length_14045_cov_2.69372_B0_start500,6,chr7,106.125325052
2741,NODE_201_length_79013_cov_2.68465_B3_start73163,6,chr7,109.184873798
2742,"NODE_4325_length_16575_cov_2.3788_B1_start6832,6832",6,chr7,109.184873798
2743,NODE_413_length_62722_cov_2.57517_B1_start41013,6,chr7,110.137283547
2744,NODE_1370_length_36663_cov_2.46505___33556,6,chr7,110.137283547
2745,"NODE_2356_length_26344_cov_2.79726_B0_start3146,3257,16935,17051,17057",6,chr7,110.137283547
2746,NODE_2507_length_25187_cov_3.08446___19660,6,chr7,110.137283547
2748,"NODE_5891_length_11713_cov_2.99517_B0_start10058,10153",6,chr7,111.089693296
2749,NODE_7364_length_8690_cov_2.68869_B0_start6184,6,chr7,111.089693296
2750,NODE_5735_length_12069_cov_2.49238_B0_start1915,6,chr7,112.033117511
2751,NODE_1005_length_42305_cov_2.68419_B1_start15178,6,chr7,113.461786133
2752,NODE_1005_length_42305_cov_2.68419_B0_start2321,6,chr7,114.831734842
2753,NODE_2395_length_26046_cov_2.81237_B0_start16909,6,chr7,113.461786133
2754,NODE_2620_length_24303_cov_2.63184___22811,6,chr7,113.461786133
2755,NODE_3893_length_18363_cov_2.56053_B0_start5675,6,chr7,113.461786133
2756,NODE_5748_length_12027_cov_3.04242_B0_start1627,6,chr7,113.461786133
2757,NODE_6643_length_10076_cov_2.60977___1734,6,chr7,113.461786133
2758,NODE_6643_length_10076_cov_2.60977___8972,6,chr7,115.821866207
2759,NODE_7885_length_7760_cov_3.14652_B0_start2575,6,chr7,113.461786133
2760,NODE_9218_length_5967_cov_2.93566_B0_start2891,6,chr7,113.461786133
2761,NODE_4348_length_16497_cov_2.72859___5032,6,chr7,114.831734842
2762,NODE_4348_length_16497_cov_2.72859___5066,6,chr7,114.831734842
2763,"NODE_483_length_58970_cov_2.95922_B0_start23719,25525,25598,25839,25839,53963,53963",6,chr7,115.821866207
2764,"NODE_1017_length_42028_cov_2.8439_B0_start4355,5185,18154",6,chr7,115.821866207
2765,"NODE_2457_length_25609_cov_2.63808_B0_start1983,12566,12800",6,chr7,115.821866207
2766,"NODE_1043_length_41704_cov_2.8742_B0_start36296,36296",6,chr7,116.411716286
2767,NODE_2180_length_27841_cov_2.4982_B0_start13931,6,chr7,117.271243051
2768,"NODE_2245_length_27237_cov_2.71992_B0_start18764,22972",6,chr7,118.699911673
2769,NODE_3784_length_18741_cov_2.76243_B0_start1360,6,chr7,118.699911673
2770,NODE_3784_length_18741_cov_2.76243_B1_start12363,6,chr7,119.661479769
2771,"NODE_7611_length_8245_cov_2.87491_B0_start2026,2082",6,chr7,118.699911673
2772,NODE_707_length_48780_cov_2.69509_B2_start29034,6,chr7,119.661479769
2773,NODE_707_length_48780_cov_2.69509_B1_start23958,6,chr7,120.604903985
2774,"NODE_707_length_48780_cov_2.69509_B0_start4649,4649,8807,8955",6,chr7,121.539510635
2775,NODE_3318_length_20727_cov_2.62692___5739,6,chr7,121.539510635
2776,NODE_5057_length_13930_cov_2.68596___4340,6,chr7,121.539510635
2777,"NODE_8546_length_6813_cov_2.39163_B0_start591,849",6,chr7,121.539510635
2778,NODE_2275_length_26992_cov_2.6742_B0_start3337,6,chr7,124.397431327
2779,NODE_6729_length_9869_cov_2.35584_B0_start1741,6,chr7,128.748000177
2780,"NODE_25_length_145579_cov_2.63374_B3_start135190,139987",6,chr7,130.635016576
2781,NODE_8048_length_7507_cov_2.34886___6304,6,chr7,130.635016576
2782,"NODE_1627_length_32997_cov_2.42128_B0_start21507,21507",6,chr7,131.96842893
2783,NODE_3730_length_18978_cov_2.75556_B0_start14168,6,chr7,131.96842893
2784,NODE_4377_length_16420_cov_2.77253___13129,6,chr7,131.96842893
2785,NODE_10888_length_4183_cov_2.8601_B0_start1581,6,chr7,131.96842893
2786,NODE_571_length_54170_cov_2.8236_B0_start13843,6,chr7,135.418072504
2787,"NODE_3547_length_19673_cov_2.59023_B0_start14998,14998",6,chr7,135.418072504
2788,"NODE_275_length_72976_cov_7.30282_B0_start18301,20069,21948,22205,22205",6,chr7,136.73393792
2789,"NODE_734_length_48172_cov_2.77317_B0_start6513,13932,13932",6,chr7,136.73393792
2790,"NODE_734_length_48172_cov_2.77317_B1_start26090,38715,46993",6,chr7,137.668544571
2791,"NODE_1297_length_37595_cov_2.67821_B0_start13787,13787",6,chr7,138.603151221
2792,NODE_1714_length_32063_cov_2.73998_B1_start30416,6,chr7,138.603151221
2793,NODE_2940_length_22527_cov_2.68631_B0_start7923,6,chr7,138.603151221
2794,"NODE_4153_length_17304_cov_2.53937_B0_start7763,7763",6,chr7,138.603151221
2795,NODE_4351_length_16494_cov_3.04398_B0_start15450,6,chr7,138.603151221
2796,"NODE_5950_length_11542_cov_2.4785_B0_start2705,2705",6,chr7,138.603151221
2797,"NODE_2054_length_28882_cov_2.57787_B0_start15894,15894,15901,15901",6,chr7,141.696921407
2798,"NODE_1401_length_36241_cov_2.73905_B0_start6729,10093,10094",6,chr7,145.909938588
2799,NODE_3249_length_21079_cov_2.82864___2178,6,chr7,145.909938588
2800,"NODE_1881_length_30211_cov_2.64434_B0_start683,5387",6,chr7,146.920073954
2801,"NODE_9611_length_5493_cov_2.76127_B0_start1689,1692,5224",6,chr7,148.056486508
2802,NODE_3584_length_19539_cov_2.58586_B0_start19300,6,chr7,149.619113683
2803,NODE_3509_length_19879_cov_2.88976_B0_start4565,6,chr7,151.134381158
2804,NODE_95_length_95733_cov_2.71343_B0_start18750,6,chr7,152.095949254
2805,"NODE_95_length_95733_cov_2.71343_B1_start20408,20408,20408",6,chr7,154.056984912
2806,NODE_1904_length_30067_cov_2.68932_B0_start26582,6,chr7,152.095949254
2807,NODE_7657_length_8167_cov_2.79923_B0_start3564,6,chr7,152.095949254
2808,"NODE_9660_length_5440_cov_2.50498_B0_start480,1803,2014,3246,3246,3628",6,chr7,152.095949254
2809,"NODE_822_length_46002_cov_2.71682_B0_start37723,37723,37742,37793",6,chr7,154.056984912
2810,"NODE_313_length_69910_cov_2.72875_B0_start15003,15053,15086,15186,15186",6,chr7,156.999009913
2811,"NODE_313_length_69910_cov_2.72875_B1_start59749,67130,68295,68295",6,chr7,158.922323955
2812,NODE_10690_length_4374_cov_2.88403___3459,6,chr7,156.999009913
2813,NODE_860_length_45096_cov_2.88918_B0_start10018,6,chr7,161.953555045
2814,"NODE_860_length_45096_cov_2.88918_B1_start24774,24774",6,chr7,163.203620156
2815,NODE_5422_length_12886_cov_2.94539_B0_start130,6,chr7,161.953555045
2816,NODE_11834_length_3409_cov_2.66616___2773,6,chr7,161.953555045
2818,NODE_1095_length_40865_cov_2.59852_B0_start3818,6,chr7,163.203620156
2819,"NODE_1768_length_31475_cov_2.52166_B1_start24432,24544",6,chr7,163.203620156
2820,"NODE_1768_length_31475_cov_2.52166_B0_start13243,13243",6,chr7,164.485741686
2821,"NODE_1879_length_30232_cov_3.03032_B0_start9602,9602,9602",6,chr7,163.203620156
2822,NODE_2649_length_24144_cov_2.94039_B0_start2531,6,chr7,163.203620156
2823,NODE_11463_length_3687_cov_2.82211_B0_start1740,6,chr7,163.203620156
2824,NODE_1694_length_32276_cov_2.71144___4861,6,chr7,170.173685954
2825,NODE_1694_length_32276_cov_2.71144___6626,6,chr7,170.173685954
2826,NODE_1694_length_32276_cov_2.71144___6681,6,chr7,170.173685954
2827,NODE_1694_length_32276_cov_2.71144___6767,6,chr7,170.173685954
2828,"NODE_6321_length_10700_cov_2.10114_B0_start10451,10451",6,chr7,170.173685954
2829,NODE_6716_length_9896_cov_2.75381_B0_start8834,6,chr7,170.173685954
2830,NODE_25024_length_953_cov_2.60482___325,6,chr7,170.173685954
2831,"NODE_6977_length_9370_cov_2.45474_B0_start329,491",6,chr7,172.613194163
2832,NODE_2598_length_24434_cov_2.55555___21696,6,chr7,174.835782291
2833,NODE_2598_length_24434_cov_2.55555___21770,6,chr7,174.835782291
2834,"NODE_2739_length_23653_cov_2.74743_B0_start10124,10124,11688",6,chr7,174.835782291
2835,NODE_54447_length_532_cov_1.67482___29,6,chr7,174.835782291
2836,NODE_54447_length_532_cov_1.67482___47,6,chr7,174.835782291
2837,"NODE_96_length_95623_cov_2.82855_B1_start35593,35891",6,chr7,177.245887382
2838,"NODE_241_length_76061_cov_2.8804_B0_start1529,1817",6,chr7,177.245887382
2839,NODE_3046_length_22031_cov_2.73311___18052,6,chr7,177.245887382
2840,NODE_3046_length_22031_cov_2.73311___18249,6,chr7,177.245887382
2841,NODE_3046_length_22031_cov_2.73311___18277,6,chr7,177.245887382
2843,NODE_3046_length_22031_cov_2.73311___19272,6,chr7,177.245887382
2844,"NODE_4049_length_17705_cov_2.62137_B0_start1837,1882",6,chr7,177.245887382
2845,NODE_4260_length_16835_cov_2.47367_B0_start14463,6,chr7,177.245887382
2846,NODE_7326_length_8756_cov_2.22483___545,6,chr7,177.245887382
2847,NODE_9885_length_5198_cov_2.3797_B0_start2023,6,chr7,177.245887382
2848,"NODE_12245_length_3126_cov_1.85814_B0_start2125,2125",6,chr7,177.245887382
2849,NODE_4027_length_17775_cov_2.39644_B0_start3625,6,chr7,178.511777781
2850,NODE_170_length_82836_cov_2.39238_B1_start36219,6,chr7,180.492234686
2851,"NODE_170_length_82836_cov_2.39238_B2_start67494,67532",6,chr7,182.533334412
2852,NODE_1145_length_39888_cov_2.5234_B1_start28507,6,chr7,182.533334412
2853,"NODE_1145_length_39888_cov_2.5234_B0_start9549,9549,9563",6,chr7,183.608644673
2854,NODE_2405_length_25993_cov_2.61059___21788,6,chr7,183.608644673
2855,NODE_1702_length_32169_cov_2.63162_B2_start31685,6,chr7,184.570212769
2856,"NODE_1702_length_32169_cov_2.63162_B1_start23785,31311,31336,31433",6,chr7,186.531248427
2857,"NODE_1702_length_32169_cov_2.63162_B0_start16522,16572,22591",6,chr7,187.50215272
2858,"NODE_1117_length_40313_cov_2.5264_B0_start20484,20540",6,chr7,188.454562469
2859,"NODE_3572_length_19595_cov_2.70994_B0_start2912,2912",6,chr7,189.659440047
2860,"NODE_5183_length_13581_cov_2.63427_B0_start2400,2599",6,chr7,190.849972482
2861,"NODE_388_length_63971_cov_2.65009_B0_start23707,38545,38545,52584",6,chr7,192.891072208
2862,"NODE_3770_length_18821_cov_2.65317_B0_start6765,6765",6,chr7,192.891072208
2863,NODE_6689_length_9975_cov_2.71468_B0_start8227,6,chr7,192.891072208
2864,NODE_9377_length_5752_cov_2.84242_B0_start2085,6,chr7,192.891072208
2865,"NODE_9377_length_5752_cov_2.84242_B1_start3608,3616,3683",6,chr7,193.401091852
2866,NODE_761_length_47527_cov_2.62467_B0_start32361,6,chr7,193.901207574
2867,NODE_2405_length_25993_cov_2.61059___22408,6,chr7,193.901207574
2868,"NODE_1644_length_32812_cov_2.76882_B0_start1117,15549",6,chr7,194.921651156
2869,NODE_33_length_131867_cov_2.82222_B0_start30918,6,chr7,196.942128072
2870,NODE_1712_length_32069_cov_2.6331___6753,6,chr7,196.942128072
2871,NODE_1712_length_32069_cov_2.6331___21313,6,chr7,199.04770234
2873,NODE_1712_length_32069_cov_2.6331___21381,6,chr7,199.04770234
2875,"NODE_1908_length_30053_cov_2.73799_B0_start4199,4280,14666",6,chr7,199.04770234
2876,NODE_8938_length_6302_cov_2.11507_B0_start3143,6,chr7,199.04770234
2877,"NODE_11595_length_3591_cov_2.11563_B0_start1977,1985,2147",6,chr7,199.04770234
2878,"NODE_1038_length_41798_cov_2.54927_B0_start3477,3477,3497,3497",6,chr7,201.429104789
2879,NODE_1038_length_41798_cov_2.54927_B1_start33688,6,chr7,202.72787911
2880,NODE_1038_length_41798_cov_2.54927_B2_start41012,6,chr7,203.584367078
2881,NODE_5105_length_13772_cov_2.84805_B0_start5317,6,chr7,201.429104789
2882,"NODE_8971_length_6260_cov_2.4626_B0_start403,405",6,chr7,201.429104789
2883,"NODE_3489_length_19947_cov_2.65052_B0_start2903,2925",6,chr7,203.597535667
2884,NODE_368_length_65562_cov_2.50717_B1_start16421,6,chr7,203.960005887
2885,NODE_368_length_65562_cov_2.50717_B0_start4329,6,chr7,204.902134707
2886,NODE_4562_length_15759_cov_2.39729_B0_start9631,6,chr7,203.963569859
2887,NODE_13680_length_2362_cov_1.94238_B0_start823,6,chr7,204.084810917
2888,NODE_2209_length_27570_cov_2.19478_B0_start24659,6,chr7,204.902134707
2889,NODE_3650_length_19281_cov_2.71657_B0_start6077,6,chr7,206.863170364
2890,NODE_5505_length_12644_cov_2.39006___4124,6,chr7,206.863170364
2892,NODE_5505_length_12644_cov_2.39006___4216,6,chr7,206.863170364
2894,"NODE_4781_length_14904_cov_2.6005_B0_start595,669,669,683,683",6,chr7,207.843593934
2895,"NODE_2949_length_22497_cov_2.16126_B0_start4718,16061",6,chr7,211.767174706
2896,NODE_7406_length_8636_cov_2.50405_B0_start3009,6,chr7,211.767174706
2897,"NODE_1483_length_35032_cov_2.42367_B0_start31703,33103,33103",6,chr7,212.842484967
2898,NODE_808_length_46261_cov_2.41486_B0_start29521,6,chr7,217.240923614
2899,NODE_3141_length_21588_cov_2.13878_B0_start10959,6,chr7,219.28202334
2900,"NODE_3643_length_19308_cov_2.20297_B0_start8637,8637,8668,8668,8720",6,chr7,220.302466922
2901,"NODE_2258_length_27167_cov_2.52344_B0_start1963,1963,8912,8959,22423",6,chr7,220.848937328
2902,"NODE_7281_length_8844_cov_2.89049_B0_start2412,2523",6,chr7,220.848937328
2903,"NODE_2631_length_24226_cov_2.46559_B0_start12279,12551,12551",6,chr7,220.851940126
2904,NODE_4248_length_16871_cov_2.40256_B0_start15743,6,chr7,221.601241242
2905,"NODE_5312_length_13204_cov_2.07293_B0_start3705,3748",6,chr7,221.601241242
2906,NODE_6088_length_11240_cov_2.02348_B0_start6600,6,chr7,221.601241242
2907,NODE_15572_length_1765_cov_2.27893___731,6,chr7,221.601241242
2908,NODE_15572_length_1765_cov_2.27893___804,6,chr7,221.601241242
2909,NODE_578_length_53855_cov_2.54163_B0_start49693,6,chr7,224.587202977
2910,NODE_1537_length_34285_cov_2.67338_B0_start23908,6,chr7,224.587202977
2911,"NODE_1934_length_29843_cov_2.51629_B0_start1757,1759",6,chr7,224.587202977
2912,NODE_5893_length_11711_cov_2.22023___9030,6,chr7,224.587202977
2914,NODE_5893_length_11711_cov_2.22023___9197,6,chr7,226.057897237
2915,NODE_8960_length_6276_cov_2.93889___3662,6,chr7,224.587202977
2917,"NODE_3587_length_19531_cov_2.66735_B0_start1232,1232,15357,15357",6,chr7,225.474855791
2918,"NODE_1352_length_37036_cov_2.70346_B0_start4021,16666",6,chr7,226.057897237
2919,NODE_1352_length_37036_cov_2.70346_B1_start23518,6,chr7,226.057897237
2920,"NODE_2003_length_29206_cov_2.63491_B0_start13564,13770,14044,16606,20043,20071",6,chr7,226.057897237
2921,NODE_2281_length_26953_cov_2.76828_B0_start25559,6,chr7,226.057897237
2922,"NODE_3096_length_21788_cov_2.61255_B0_start7797,9423,9423,9423,16822,16822",6,chr7,226.057897237
2923,"NODE_3556_length_19645_cov_2.73717_B0_start455,4086,4086,4086",6,chr7,226.057897237
2924,"NODE_4545_length_15814_cov_2.66605_B0_start4999,4999",6,chr7,226.057897237
2925,"NODE_5040_length_13988_cov_2.73372_B0_start4230,9705,9736",6,chr7,226.057897237
2926,NODE_13230_length_2577_cov_2.56561___355,6,chr7,226.057897237
2927,NODE_1596_length_33442_cov_2.61253___5480,6,chr7,228.943313118
2929,NODE_1596_length_33442_cov_2.61253___5500,6,chr7,228.943313118
2930,"NODE_9093_length_6113_cov_2.8227_B0_start2272,4718,4733",6,chr7,228.943313118
2931,"NODE_1210_length_39029_cov_2.79857_B0_start6857,6866,6880,7636,7724,15154,23101,23205",6,chr7,230.795376702
2932,NODE_1210_length_39029_cov_2.79857_B1_start32332,6,chr7,232.682393101
2935,NODE_6160_length_11065_cov_2.2388___445,6,chr7,232.682393101
2936,"NODE_743_length_48026_cov_2.39501_B0_start6208,6208,7934,19291,19295",6,chr7,233.616999752
2937,NODE_3773_length_18810_cov_2.72088_B0_start5673,6,chr7,233.616999752
2938,"NODE_65_length_106355_cov_2.83146_B1_start94812,94812",6,chr7,234.637443334
2939,"NODE_65_length_106355_cov_2.83146_B0_start30200,30367,30489,31832",6,chr7,235.647578699
2940,"NODE_2760_length_23518_cov_2.87997_B1_start21629,21629",6,chr7,235.647578699
2941,NODE_2760_length_23518_cov_2.87997_B0_start14269,6,chr7,236.668022281
2942,NODE_5548_length_12524_cov_2.4727___10819,6,chr7,235.647578699
2944,"NODE_1905_length_30071_cov_2.6283_B1_start23190,23190,23219,23219,23313",6,chr7,236.668022281
2945,NODE_1905_length_30071_cov_2.6283_B0_start8103,6,chr7,238.730170208
2946,"NODE_5691_length_12199_cov_2.43491_B0_start5417,5417,5417",6,chr7,236.668022281
2947,NODE_656_length_50642_cov_2.20954_B1_start46666,6,chr7,240.653484249
2948,NODE_656_length_50642_cov_2.20954_B0_start18937,6,chr7,241.605893998
2949,"NODE_3997_length_17909_cov_2.53885_B0_start4996,5052,5052,5142",6,chr7,240.653484249
2950,NODE_4551_length_15801_cov_2.35221_B0_start1013,6,chr7,242.586317567
2951,NODE_7075_length_9218_cov_2.16855_B0_start3079,6,chr7,244.737186821
